-1  0 1.77155  5e-05
-0.992188  0 1.72812  4.93635e-05
-0.984375  0 1.68524  4.8735e-05
-0.976562  0 1.64291  4.81146e-05
-0.96875  0 1.60111  4.75021e-05
-0.960938  0 1.55985  4.68973e-05
-0.953125  0 1.51911  4.63003e-05
-0.945312  0 1.4789  4.57108e-05
-0.9375  0 1.43919  4.51289e-05
-0.929688  0 1.39999  4.45544e-05
-0.921875  0 1.36129  4.39872e-05
-0.914062  0 1.32308  4.34272e-05
-0.90625  0 1.28536  4.28743e-05
-0.898438  0 1.24812  4.23285e-05
-0.890625  0 1.21135  4.17896e-05
-0.882812  0 1.17505  4.12576e-05
-0.875  0 1.13921  4.07324e-05
-0.867188  0 1.10383  4.02138e-05
-0.859375  0 1.0689  3.97019e-05
-0.851562  0 1.03441  3.91964e-05
-0.84375  0 1.00036  3.86974e-05
-0.835938  0 0.96675  3.82048e-05
-0.828125  0 0.933564  3.77184e-05
-0.820312  0 0.900801  3.72382e-05
-0.8125  0 0.868454  3.67641e-05
-0.804688  0 0.83652  3.62961e-05
-0.796875  0 0.804992  3.5834e-05
-0.789062  0 0.773865  3.53778e-05
-0.78125  0 0.743135  3.49274e-05
-0.773438  0 0.712796  3.44828e-05
-0.765625  0 0.682843  3.40438e-05
-0.757812  0 0.653271  3.36104e-05
-0.75  0 0.624076  3.31825e-05
-0.742188  0 0.595253  3.27601e-05
-0.734375  0 0.566796  3.2343e-05
-0.726562  0 0.538702  3.19313e-05
-0.71875  0 0.510965  3.15248e-05
-0.710938  0 0.483582  3.11234e-05
-0.703125  0 0.456547  3.07272e-05
-0.695312  0 0.429856  3.0336e-05
-0.6875  0 0.403506  2.99498e-05
-0.679688  0 0.37749  2.95685e-05
-0.671875  0 0.351806  2.91921e-05
-0.664062  0 0.326449  2.88205e-05
-0.65625  0 0.301414  2.84536e-05
-0.648438  0 0.276699  2.80913e-05
-0.640625  0 0.252298  2.77337e-05
-0.632812  0 0.228207  2.73806e-05
-0.625  0 0.204423  2.7032e-05
