-1 0.0 -5.59502 0.0
-0.992188 0.0 -5.5238 0.0
-0.984375 0.0 -5.45347 0.0
-0.976562 0.0 -5.38405 0.0
-0.96875 0.0 -5.3155 0.0
-0.960938 0.0 -5.24783 0.0
-0.953125 0.0 -5.18102 0.0
-0.945312 0.0 -5.11507 0.0
-0.9375 0.0 -5.04995 0.0
-0.929688 0.0 -4.98566 0.0
-0.921875 0.0 -4.92219 0.0
-0.914062 0.0 -4.85952 0.0
-0.90625 0.0 -4.79766 0.0
-0.898438 0.0 -4.73658 0.0
-0.890625 0.0 -4.67628 0.0
-0.882812 0.0 -4.61675 0.0
-0.875 0.0 -4.55797 0.0
-0.867188 0.0 -4.49994 0.0
-0.859375 0.0 -4.44266 0.0
-0.851562 0.0 -4.3861 0.0
-0.84375 0.0 -4.33026 0.0
-0.835938 0.0 -4.27513 0.0
-0.828125 0.0 -4.22071 0.0
-0.820312 0.0 -4.16697 0.0
-0.8125 0.0 -4.11393 0.0
-0.804688 0.0 -4.06155 0.0
-0.796875 0.0 -4.00985 0.0
-0.789062 0.0 -3.9588 0.0
-0.78125 0.0 -3.9084 0.0
-0.773438 0.0 -3.85864 0.0
-0.765625 0.0 -3.80952 0.0
-0.757812 0.0 -3.76102 0.0
-0.75 0.0 -3.71314 0.0
-0.742188 0.0 -3.66587 0.0
-0.734375 0.0 -3.6192 0.0
-0.726562 0.0 -3.57312 0.0
-0.71875 0.0 -3.52763 0.0
-0.710938 0.0 -3.48273 0.0
-0.703125 0.0 -3.43839 0.0
-0.695312 0.0 -3.39461 0.0
-0.6875 0.0 -3.3514 0.0
-0.679688 0.0 -3.30873 0.0
-0.671875 0.0 -3.26661 0.0
-0.664062 0.0 -3.22502 0.0
-0.65625 0.0 -3.18397 0.0
-0.648438 0.0 -3.14343 0.0
-0.640625 0.0 -3.10341 0.0
-0.632812 0.0 -3.0639 0.0
-0.625 0.0 -3.0249 0.0
-0.617188 0.0 -2.98639 0.0
-0.609375 0.0 -2.94837 0.0
-0.601562 0.0 -2.91084 0.0
-0.59375 0.0 -2.87378 0.0
-0.585938 0.0 -2.83719 0.0
-0.578125 0.0 -2.80107 0.0
-0.570312 0.0 -2.76541 0.0
-0.5625 0.0 -2.73021 0.0
-0.554688 0.0 -2.69545 0.0
-0.546875 0.0 -2.66113 0.0
-0.539062 0.0 -2.62726 0.0
-0.53125 0.0 -2.59381 0.0
-0.523438 0.0 -2.56079 0.0
-0.515625 0.0 -2.52819 0.0
-0.507812 0.0 -2.496 0.0
-0.5 0.0 -2.46423 0.0
-0.492188 0.0 -2.43285 0.0
-0.484375 0.0 -2.40188 0.0
-0.476562 0.0 -2.3713 0.0
-0.46875 0.0 -2.34112 0.0
-0.460938 0.0 -2.31131 0.0
-0.453125 0.0 -2.28189 0.0
-0.445312 0.0 -2.25284 0.0
-0.4375 0.0 -2.22416 0.0
-0.429688 0.0 -2.19584 0.0
-0.421875 0.0 -2.16789 0.0
-0.414062 0.0 -2.14029 0.0
-0.40625 0.0 -2.11304 0.0
-0.398438 0.0 -2.08614 0.0
-0.390625 0.0 -2.05958 0.0
-0.382812 0.0 -2.03336 0.0
-0.375 0.0 -2.00747 0.0
-0.367188 0.0 -1.98192 0.0
-0.359375 0.0 -1.95669 0.0
-0.351562 0.0 -1.93178 0.0
-0.34375 0.0 -1.90718 0.0
-0.335938 0.0 -1.8829 0.0
-0.328125 0.0 -1.85893 0.0
-0.320312 0.0 -1.83527 0.0
-0.3125 0.0 -1.8119 0.0
-0.304688 0.0 -1.78884 0.0
-0.296875 0.0 -1.76606 0.0
-0.289062 0.0 -1.74358 0.0
-0.28125 0.0 -1.72138 0.0
-0.273438 0.0 -1.69947 0.0
-0.265625 0.0 -1.67783 0.0
-0.257812 0.0 -1.65647 0.0
-0.25 0.0 -1.63538 0.0
-0.242188 0.0 -1.61456 0.0
-0.234375 0.0 -1.59401 0.0
-0.226562 0.0 -1.57372 0.0
-0.21875 0.0 -1.55368 0.0
-0.210938 0.0 -1.5339 0.0
-0.203125 0.0 -1.51437 0.0
-0.195312 0.0 -1.4951 0.0
-0.1875 0.0 -1.47606 0.0
-0.179688 0.0 -1.45727 0.0
-0.171875 0.0 -1.43872 0.0
-0.164062 0.0 -1.4204 0.0
-0.15625 0.0 -1.40232 0.0
-0.148438 0.0 -1.38447 0.0
-0.140625 0.0 -1.36684 0.0
-0.132812 0.0 -1.34944 0.0
-0.125 0.0 -1.33226 0.0
-0.117188 0.0 -1.3153 0.0
-0.109375 0.0 -1.29856 0.0
-0.101562 0.0 -1.28202 0.0
-0.09375 0.0 -1.2657 0.0
-0.0859375 0.0 -1.24959 0.0
-0.078125 0.0 -1.23368 0.0
-0.0703125 0.0 -1.21798 0.0
-0.0625 0.0 -1.20247 0.0
-0.0546875 0.0 -1.18716 0.0
-0.046875 0.0 -1.17205 0.0
-0.0390625 0.0 -1.15713 0.0
-0.03125 0.0 -1.1424 0.0
